unnamed:_0,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
7029,dz35379,arizona,5781.015999,no,basic,high school or below,2011-01-27,employed,f,69512,urban,married,72,3.0,62,0.0,5,personal auto,personal l2,offer2,branch,196.977247,two-door car,medsize,a,1
7030,mi16758,nevada,12052.88693,no,basic,high school or below,2011-01-13,employed,f,43184,urban,divorced,102,6.0,81,0.0,2,personal auto,personal l3,offer1,web,376.836888,suv,small,a,1
7031,ym43461,washington,14082.63918,no,premium,college,2011-01-19,unemployed,m,0,suburban,single,102,17.0,91,0.0,2,personal auto,personal l3,offer1,agent,734.4,four-door car,large,a,1
7032,rv14138,nevada,4334.064096,yes,extended,bachelor,2011-02-27,retired,f,23904,suburban,single,123,1.0,67,3.0,1,personal auto,personal l3,offer1,agent,590.4,four-door car,medsize,a,2
7033,wj20394,nevada,5191.047011,no,premium,high school or below,2011-02-14,unemployed,m,0,suburban,married,141,7.0,32,0.0,1,corporate auto,corporate l2,offer4,web,676.8,suv,medsize,a,2
7034,bf55854,nevada,11250.09857,no,premium,college,2011-01-16,employed,f,29505,suburban,married,284,2.0,70,0.0,1,personal auto,personal l3,offer2,call center,1979.444237,luxury car,small,a,1
7035,sb99002,oregon,8319.123035,no,basic,bachelor,2011-02-01,employed,f,49734,rural,married,69,3.0,41,0.0,2,corporate auto,corporate l3,offer4,call center,154.748539,four-door car,medsize,a,2
7036,pp64004,nevada,8186.308757,no,basic,bachelor,2011-01-20,disabled,f,20369,suburban,married,105,4.0,38,0.0,3,personal auto,personal l1,offer1,agent,1126.65778,suv,small,a,1
7037,yg11074,arizona,4794.931261,no,extended,bachelor,2011-02-02,employed,f,46143,rural,divorced,122,15.0,85,0.0,1,personal auto,personal l2,offer1,call center,223.028356,suv,medsize,a,2
7038,uw68708,california,5009.595291,no,basic,bachelor,2011-01-20,unemployed,f,0,suburban,single,69,20.0,95,0.0,4,personal auto,personal l2,offer1,web,496.8,four-door car,medsize,a,1
7039,jo32686,arizona,8139.001346,no,basic,bachelor,2011-02-14,medical leave,f,24992,suburban,married,106,24.0,8,0.0,3,personal auto,personal l3,offer1,agent,508.8,suv,small,a,2
7040,te35954,arizona,2674.730716,yes,basic,college,2011-02-15,employed,m,56342,suburban,single,69,12.0,89,0.0,1,personal auto,personal l2,offer2,call center,331.2,four-door car,small,a,2
7041,yv82597,nevada,10856.01489,no,extended,doctor,2011-01-30,employed,f,59803,rural,married,90,21.0,0,0.0,2,corporate auto,corporate l2,offer2,agent,22.75546,two-door car,medsize,a,1
7042,jt47995,arizona,60556.19213,no,extended,college,2011-01-01,unemployed,f,0,suburban,married,204,35.0,45,0.0,2,personal auto,personal l3,offer1,web,979.2,luxury suv,large,a,1
7043,tp54769,california,5103.35758,no,extended,bachelor,2011-02-27,employed,f,39452,urban,divorced,131,6.0,54,0.0,1,corporate auto,corporate l3,offer1,web,398.190882,four-door car,medsize,a,2
7044,mg72449,nevada,5279.198664,no,basic,bachelor,2011-01-10,employed,f,77167,rural,divorced,66,15.0,99,0.0,3,personal auto,personal l3,offer2,call center,137.086695,four-door car,medsize,a,1
7045,qn13323,oregon,8718.056722,no,basic,high school or below,2011-01-17,employed,m,89096,rural,single,111,1.0,50,0.0,3,personal auto,personal l1,offer2,branch,64.98293,suv,large,a,1
7046,ag32304,nevada,5418.726537,no,basic,college,2011-01-03,employed,f,39133,rural,married,67,25.0,26,0.0,3,personal auto,personal l3,offer1,call center,90.524457,four-door car,medsize,a,1
7047,dp50640,california,2548.842787,no,basic,bachelor,2011-01-05,employed,m,47346,suburban,married,65,6.0,35,0.0,1,personal auto,personal l3,offer2,call center,312.0,four-door car,small,a,1
7048,ev34073,california,4460.418492,no,basic,college,2011-01-15,unemployed,f,0,suburban,divorced,65,24.0,45,1.0,4,corporate auto,corporate l3,offer3,branch,312.0,four-door car,small,a,1
7049,vt28596,california,4755.47946,no,basic,high school or below,2011-02-24,unemployed,f,0,suburban,single,66,27.0,89,0.0,3,personal auto,personal l2,offer2,branch,712.309237,four-door car,medsize,a,2
7050,mb20764,oregon,17622.1332,no,premium,high school or below,2011-02-18,unemployed,m,0,suburban,single,252,31.0,10,0.0,3,corporate auto,corporate l2,offer4,branch,1814.4,luxury suv,medsize,a,2
7051,rt63209,california,5994.255419,no,basic,master,2011-02-11,employed,f,74284,urban,married,74,15.149070740488469,5,0.384256105867471,3,personal auto,personal l3,offer3,call center,268.130863,four-door car,medsize,a,2
7052,vt78222,oregon,9267.920019,no,basic,master,2011-02-17,employed,m,55808,urban,married,116,31.0,4,0.0,7,personal auto,personal l3,offer2,call center,551.413755,suv,small,a,2
7053,ly14687,washington,4592.150374,no,basic,college,2011-02-13,employed,f,73604,rural,married,114,15.0,89,0.0,1,personal auto,personal l2,offer1,agent,184.222768,suv,medsize,a,2
7054,gh86762,california,19454.40847,no,extended,bachelor,2011-01-13,employed,f,59853,urban,single,124,18.0,79,0.0,2,special auto,special l2,offer1,web,570.847354,suv,small,a,1
7055,lo42325,california,5433.214031,no,basic,bachelor,2011-01-29,employed,f,29629,urban,married,71,21.0,51,4.0,5,special auto,special l1,offer1,agent,228.443418,four-door car,medsize,a,1
7056,mc62068,california,7288.884849,no,extended,high school or below,2011-01-08,employed,m,79494,urban,married,91,19.0,30,0.0,3,personal auto,personal l2,offer4,agent,396.295614,four-door car,large,a,1
7057,rq72272,arizona,2814.2088,no,basic,college,2011-02-11,employed,m,94304,urban,divorced,71,31.0,41,0.0,1,personal auto,personal l2,offer2,call center,182.815897,two-door car,medsize,a,2
7058,tg37039,oregon,6240.664762,no,extended,bachelor,2011-02-23,unemployed,f,0,suburban,single,87,31.0,9,0.0,9,personal auto,personal l3,offer1,branch,712.40122,four-door car,medsize,a,2
7059,ue52886,arizona,28421.57022,no,extended,bachelor,2011-01-06,employed,m,42803,urban,divorced,245,21.0,56,0.0,2,personal auto,personal l2,offer1,call center,889.288242,luxury car,small,a,1
7060,ax39008,california,26113.36,no,basic,bachelor,2011-01-02,employed,m,80409,urban,divorced,74,28.0,72,0.0,2,personal auto,personal l3,offer3,call center,262.984836,two-door car,medsize,a,1
7061,uf28233,washington,5221.14469,no,basic,high school or below,2011-02-03,employed,f,60445,urban,married,65,8.0,53,0.0,8,personal auto,personal l1,offer2,branch,279.450351,four-door car,medsize,a,2
7062,ll95376,washington,2759.978287,yes,basic,bachelor,2011-01-03,employed,m,92296,suburban,married,69,4.0,65,0.0,1,personal auto,personal l3,offer2,agent,331.2,two-door car,medsize,a,1
7063,ig80173,california,2863.312165,no,basic,master,2011-02-20,employed,f,36706,suburban,married,71,4.0,45,0.0,1,personal auto,personal l2,offer4,agent,435.606086,four-door car,small,a,2
7064,dj47372,california,10831.13004,no,extended,doctor,2011-02-01,disabled,m,23202,suburban,divorced,96,29.0,59,0.0,2,personal auto,personal l1,offer3,call center,460.8,four-door car,medsize,a,2
7065,nh85248,arizona,6893.171997,no,basic,college,2011-01-22,unemployed,m,0,suburban,single,68,8.0,72,0.0,2,corporate auto,corporate l1,offer1,agent,326.4,two-door car,medsize,a,1
7066,wg51330,arizona,5635.294733,no,basic,college,2011-01-25,employed,m,59325,urban,married,71,13.0,75,0.0,3,corporate auto,corporate l3,offer2,call center,229.686659,four-door car,medsize,a,1
7067,ab72731,california,4639.981638,no,basic,bachelor,2011-01-04,employed,f,28358,rural,married,117,24.0,37,0.0,1,personal auto,personal l2,offer2,call center,84.024413,sports car,medsize,a,1
7068,ut38865,oregon,7425.870642,no,basic,college,2011-01-07,employed,f,58042,urban,married,62,14.0,88,0.0,2,corporate auto,corporate l3,offer3,agent,161.419528,four-door car,medsize,a,1
7069,im14119,arizona,2542.06388,no,basic,bachelor,2011-02-03,employed,f,84495,suburban,married,63,15.0,61,0.0,1,special auto,special l3,offer2,branch,302.4,two-door car,small,a,2
7070,oi92280,california,8428.471635,no,basic,college,2011-02-15,disabled,f,12180,suburban,single,113,17.0,62,0.0,3,corporate auto,corporate l3,offer1,agent,675.569113,suv,medsize,a,2
7071,ul96474,arizona,3756.63877,no,basic,college,2011-02-27,unemployed,f,0,suburban,married,108,32.0,49,3.0,1,personal auto,personal l2,offer2,agent,718.383,suv,medsize,a,2
7072,kz35883,california,33288.16185,no,premium,college,2011-02-03,employed,f,91541,rural,married,118,23.0,3,0.0,2,personal auto,personal l2,offer2,branch,51.549119,four-door car,medsize,a,2
7073,gu45597,oregon,16963.83934,no,basic,bachelor,2011-02-12,unemployed,f,0,suburban,divorced,117,26.0,33,0.0,2,corporate auto,corporate l2,offer1,call center,561.6,suv,medsize,a,2
7074,qw67581,arizona,5170.025981,no,basic,high school or below,2011-01-17,unemployed,f,0,suburban,married,69,27.0,48,0.0,9,personal auto,personal l2,offer2,call center,331.2,four-door car,small,a,1
7075,ea55071,arizona,4376.363592,yes,premium,bachelor,2011-02-28,employed,f,63774,rural,divorced,111,18.0,63,0.0,1,personal auto,personal l2,offer2,agent,60.036683,four-door car,medsize,a,2
7076,yl74911,california,8714.922135,yes,basic,college,2011-02-21,unemployed,f,0,suburban,divorced,118,14.0,64,0.0,4,personal auto,personal l3,offer1,agent,566.4,suv,medsize,a,2
7077,cf26207,california,7019.177186,yes,basic,college,2011-01-23,retired,m,26806,suburban,married,63,32.0,19,0.0,2,personal auto,personal l2,offer1,agent,302.4,four-door car,medsize,a,1
7078,fl59259,nevada,6317.373557,no,extended,high school or below,2011-02-02,medical leave,f,13792,suburban,divorced,87,2.0,3,2.0,3,personal auto,personal l3,offer1,web,620.19254,four-door car,medsize,a,2
7079,jc37277,oregon,6886.324494,no,extended,college,2011-01-06,employed,m,34615,suburban,married,87,6.0,73,0.0,7,personal auto,personal l2,offer1,agent,417.6,four-door car,medsize,a,1
7080,yr76491,oregon,15102.22866,no,extended,college,2011-01-22,unemployed,f,0,rural,married,137,10.0,92,0.0,2,personal auto,personal l2,offer2,branch,32.978158,suv,medsize,a,1
7081,rz33670,california,11727.77648,no,premium,college,2011-01-09,disabled,f,29879,suburban,married,102,17.0,0,0.0,2,personal auto,personal l3,offer3,web,500.254235,four-door car,medsize,a,1
7082,ey86980,oregon,6222.212108,no,extended,bachelor,2011-01-14,employed,m,74270,rural,single,78,33.0,2,0.0,7,corporate auto,corporate l2,offer4,agent,122.486486,two-door car,medsize,a,1
7083,wx18073,arizona,6307.497245,no,extended,bachelor,2011-01-27,unemployed,m,0,suburban,married,88,16.0,28,2.0,7,personal auto,personal l2,offer1,branch,422.4,four-door car,small,a,1
7084,lu82585,nevada,6366.225775,yes,extended,high school or below,2011-01-07,employed,m,44368,suburban,married,80,5.0,72,0.0,3,personal auto,personal l2,offer2,call center,384.0,two-door car,large,a,1
7085,io73222,washington,5407.745153,no,basic,bachelor,2011-01-12,disabled,f,22555,suburban,married,70,1.0,62,0.0,3,personal auto,personal l1,offer1,agent,336.0,two-door car,medsize,a,1
7086,go42840,california,2483.544888,no,basic,high school or below,2011-02-26,employed,m,87492,urban,married,62,15.0,69,0.0,1,personal auto,personal l2,offer3,agent,264.461805,two-door car,medsize,a,2
7087,ly30169,california,3360.269641,no,extended,high school or below,2011-01-23,employed,m,75216,rural,married,84,23.0,39,1.0,1,corporate auto,corporate l3,offer4,agent,65.803328,four-door car,medsize,a,1
7088,qs65968,california,8429.491575,no,basic,master,2011-02-01,employed,m,98796,suburban,married,104,22.0,32,0.0,3,personal auto,personal l3,offer4,agent,499.2,suv,medsize,a,2
7089,oj77448,arizona,8709.847614,no,basic,bachelor,2011-02-15,employed,f,85185,rural,married,107,26.0,91,0.0,5,corporate auto,corporate l3,offer1,agent,166.502804,suv,small,a,2
7090,lx97765,arizona,4347.591949,no,premium,college,2011-01-29,employed,f,81412,urban,divorced,109,1.0,29,0.0,1,personal auto,personal l3,offer1,branch,344.294164,two-door car,large,a,1
7091,wa63124,nevada,2113.85703,no,basic,college,2011-02-25,unemployed,f,0,suburban,single,65,15.149070740488469,37,0.384256105867471,1,personal auto,personal l1,offer3,call center,468.0,four-door car,small,a,2
7092,el77795,california,5437.908293,no,extended,college,2011-01-09,employed,f,23339,suburban,married,138,8.0,31,0.0,1,corporate auto,corporate l3,offer2,branch,666.307195,suv,medsize,a,1
7093,pc80039,oregon,2359.423599,yes,basic,bachelor,2011-01-11,disabled,f,19864,suburban,divorced,63,15.149070740488469,96,0.384256105867471,1,personal auto,personal l2,offer1,web,352.394515,four-door car,medsize,a,1
7094,af47139,oregon,8406.385414,no,basic,college,2011-02-03,employed,f,42540,rural,married,70,15.0,52,0.0,2,personal auto,personal l1,offer1,agent,43.548973,four-door car,medsize,a,2
7095,px17116,nevada,3623.454198,no,basic,college,2011-01-20,unemployed,m,0,suburban,single,111,6.0,24,2.0,1,corporate auto,corporate l2,offer1,agent,1171.93117,suv,medsize,a,1
7096,pz75671,oregon,7223.689647,no,extended,college,2011-01-28,unemployed,f,0,suburban,married,97,31.0,58,0.0,3,personal auto,personal l1,offer1,web,465.6,four-door car,medsize,a,1
7097,oo64005,oregon,2355.281389,no,basic,bachelor,2011-02-13,unemployed,f,0,suburban,married,63,20.0,5,0.0,1,personal auto,personal l3,offer1,branch,302.4,four-door car,small,a,2
7098,vx94337,california,8807.609658,no,basic,high school or below,2011-02-14,employed,m,59762,suburban,divorced,113,27.0,91,0.0,3,corporate auto,corporate l3,offer3,call center,542.4,suv,medsize,a,2
7099,ny89701,california,5977.410465,no,extended,bachelor,2011-02-05,employed,f,25320,urban,married,76,10.0,70,1.0,8,personal auto,personal l3,offer1,agent,269.065636,four-door car,large,a,2
7100,pt32230,california,7782.126848,no,basic,high school or below,2011-02-14,employed,f,70059,rural,married,194,1.0,97,0.0,1,personal auto,personal l3,offer2,agent,253.740993,luxury suv,medsize,a,2
7101,jp94676,oregon,9422.974113,no,basic,bachelor,2011-02-16,employed,f,34115,urban,married,119,6.0,73,0.0,6,personal auto,personal l2,offer1,agent,466.122541,suv,medsize,a,2
7102,db28979,california,7478.313695,no,basic,bachelor,2011-01-26,employed,m,23530,suburban,divorced,65,22.0,34,0.0,2,corporate auto,corporate l3,offer3,agent,312.0,two-door car,medsize,a,1
7103,ex80215,california,2822.731903,no,extended,college,2011-02-19,unemployed,f,0,rural,married,77,33.0,86,0.0,1,personal auto,personal l1,offer1,web,138.947984,four-door car,large,a,2
7104,we90911,arizona,5392.440611,no,extended,bachelor,2011-01-14,employed,f,75438,urban,single,136,11.0,97,0.0,1,personal auto,personal l3,offer1,call center,438.480672,suv,medsize,a,1
7105,vd96075,oregon,4165.252177,no,premium,bachelor,2011-01-20,employed,m,58299,suburban,married,105,24.0,22,1.0,1,personal auto,personal l3,offer1,branch,504.0,four-door car,medsize,a,1
7106,bd42101,california,25030.89457,no,basic,bachelor,2011-01-22,unemployed,m,0,suburban,divorced,110,1.0,53,1.0,2,corporate auto,corporate l2,offer1,branch,528.0,suv,medsize,a,1
7107,fx73249,oregon,7304.15545,no,premium,bachelor,2011-02-25,unemployed,m,0,suburban,divorced,104,35.0,79,0.0,3,personal auto,personal l2,offer1,agent,499.2,four-door car,medsize,a,2
7108,ul10037,oregon,10484.91535,yes,extended,college,2011-02-01,employed,f,61108,rural,divorced,89,22.0,93,0.0,2,corporate auto,corporate l1,offer2,agent,49.451117,four-door car,medsize,a,2
7109,fz94690,california,26220.03266,no,extended,high school or below,2011-01-15,employed,m,24743,suburban,divorced,84,8.0,23,0.0,2,personal auto,personal l2,offer2,branch,1008.03551,four-door car,small,a,1
7110,la53648,california,8992.779137,no,extended,high school or below,2011-01-27,unemployed,f,0,suburban,single,129,15.149070740488469,4,0.384256105867471,7,personal auto,personal l1,offer1,call center,1059.572464,suv,medsize,a,1
7111,pd94315,arizona,22256.69368,no,premium,bachelor,2011-02-17,disabled,f,23444,suburban,married,196,7.0,62,0.0,2,corporate auto,corporate l3,offer1,call center,940.8,suv,medsize,a,2
7112,xs12556,california,3683.099864,no,basic,college,2011-01-06,unemployed,f,0,suburban,married,101,19.0,16,0.0,1,corporate auto,corporate l2,offer4,call center,564.466556,sports car,medsize,a,1
7113,qn68814,california,2373.795076,no,basic,bachelor,2011-01-14,unemployed,m,0,suburban,married,65,32.0,88,0.0,1,corporate auto,corporate l2,offer1,agent,312.0,two-door car,medsize,a,1
7114,bg73480,oregon,5323.866117,no,extended,high school or below,2011-01-05,employed,f,64706,rural,single,135,0.0,30,0.0,1,corporate auto,corporate l2,offer1,agent,77.129691,suv,medsize,a,1
7115,qh12810,oregon,11814.47532,no,basic,bachelor,2011-01-03,unemployed,f,0,suburban,single,106,1.0,38,0.0,2,personal auto,personal l3,offer2,agent,763.2,suv,large,a,1
7116,mi49191,california,9410.670129,no,premium,bachelor,2011-01-07,employed,m,96060,suburban,married,117,6.0,57,0.0,3,corporate auto,corporate l1,offer1,branch,561.6,four-door car,large,a,1
7117,kr62797,arizona,4591.625938,no,basic,high school or below,2011-01-01,employed,f,83297,suburban,married,113,6.0,28,0.0,1,personal auto,personal l2,offer2,call center,542.4,suv,medsize,a,1
7118,se28250,arizona,4838.981869,no,basic,bachelor,2011-01-17,unemployed,m,0,suburban,divorced,70,11.0,36,2.0,7,special auto,special l2,offer2,agent,336.0,four-door car,large,a,1
7119,ot56964,california,9424.256842,no,basic,master,2011-02-10,employed,m,46897,urban,married,118,13.0,11,0.0,3,corporate auto,corporate l3,offer1,agent,322.575677,suv,medsize,a,2
7120,ka67497,california,6385.617852,no,basic,high school or below,2011-02-02,unemployed,f,0,suburban,single,63,16.0,35,1.0,2,personal auto,personal l3,offer1,agent,302.4,two-door car,medsize,a,2
7121,dm79012,oregon,7380.976717,no,extended,master,2011-02-06,employed,f,65706,suburban,married,91,15.149070740488469,86,0.384256105867471,8,personal auto,personal l3,offer2,web,436.8,four-door car,small,a,2
7122,no81415,arizona,3139.169353,no,extended,bachelor,2011-02-01,employed,m,31177,suburban,married,79,14.0,28,0.0,1,personal auto,personal l3,offer4,call center,905.699717,four-door car,small,a,2
7123,ww16329,oregon,10208.92761,yes,extended,college,2011-02-14,employed,f,35482,suburban,married,129,21.0,59,0.0,3,corporate auto,corporate l1,offer1,branch,619.2,suv,medsize,a,2
7124,gz79662,arizona,5484.588155,no,basic,high school or below,2011-02-21,employed,m,47611,suburban,married,69,17.0,65,0.0,4,corporate auto,corporate l3,offer2,call center,593.654484,four-door car,small,a,2
7125,en32990,arizona,5349.996572,no,basic,college,2011-01-04,employed,f,89158,urban,single,67,34.0,71,0.0,6,personal auto,personal l2,offer1,branch,272.195232,four-door car,medsize,a,1
7126,to29918,california,3833.066768,no,basic,high school or below,2011-01-19,unemployed,f,0,suburban,divorced,116,34.0,82,2.0,1,personal auto,personal l2,offer1,agent,1397.954723,sports car,medsize,a,1
7127,dy17416,oregon,6031.518652,no,extended,college,2011-02-07,employed,m,49539,urban,single,79,15.0,83,0.0,5,personal auto,personal l3,offer2,agent,286.938064,two-door car,medsize,a,2
7128,zx56541,california,4954.292104,no,basic,bachelor,2011-02-06,employed,m,45329,suburban,married,65,13.0,7,3.0,4,personal auto,personal l1,offer4,call center,312.0,two-door car,medsize,a,2
7129,la72316,california,23405.98798,no,basic,bachelor,2011-02-10,employed,m,71941,urban,married,73,18.0,89,0.0,2,personal auto,personal l1,offer2,web,198.234764,four-door car,medsize,a,2
7130,xc26395,oregon,7408.836056,no,extended,high school or below,2011-01-03,employed,m,76771,rural,divorced,95,34.0,82,1.0,7,personal auto,personal l3,offer1,branch,91.674854,two-door car,large,a,1
7131,ac22873,arizona,4853.100287,no,extended,high school or below,2011-02-03,medical leave,f,17120,suburban,married,125,14.0,95,0.0,1,special auto,special l3,offer1,agent,717.285949,suv,medsize,a,2
7132,me84824,arizona,5989.773931,yes,premium,college,2011-01-19,employed,m,66839,suburban,single,154,33.0,24,0.0,1,personal auto,personal l3,offer2,branch,739.2,sports car,medsize,a,1
7133,cd68182,oregon,3671.818326,no,extended,college,2011-01-18,employed,f,42460,urban,married,91,28.0,42,0.0,1,personal auto,personal l1,offer1,agent,347.47509,two-door car,medsize,a,1
7134,vs63956,california,5871.175279,no,extended,bachelor,2011-01-26,employed,m,33967,suburban,divorced,76,0.0,60,0.0,8,personal auto,personal l1,offer2,agent,364.8,four-door car,small,a,1
7135,dz62350,california,2514.282096,no,basic,high school or below,2011-02-07,employed,m,24744,suburban,divorced,65,15.149070740488469,0,0.384256105867471,1,personal auto,personal l3,offer4,call center,312.0,four-door car,medsize,a,2
7136,gu29647,oregon,21423.63723,yes,basic,bachelor,2011-01-03,unemployed,m,0,suburban,married,65,9.0,31,0.0,2,personal auto,personal l2,offer2,agent,312.0,two-door car,medsize,a,1
7137,hx78576,california,5636.740347,no,basic,high school or below,2011-01-25,employed,f,24516,urban,married,71,11.0,23,0.0,8,personal auto,personal l3,offer3,call center,300.607591,four-door car,medsize,a,1
7138,ci60365,california,34611.37896,no,basic,high school or below,2011-01-14,employed,f,20090,suburban,married,109,10.0,59,0.0,2,special auto,special l3,offer2,agent,523.2,sports car,medsize,a,1
7139,be75190,california,10155.30044,no,extended,college,2011-01-13,employed,m,28754,suburban,single,89,9.0,17,0.0,2,corporate auto,corporate l1,offer2,web,427.2,four-door car,medsize,a,1
7140,xp76338,california,4711.038869,no,basic,bachelor,2011-01-03,employed,m,24843,suburban,married,61,20.0,17,2.0,4,personal auto,personal l2,offer1,agent,331.325638,four-door car,medsize,a,1
7141,nb79936,washington,8346.983233,no,premium,bachelor,2011-02-02,employed,m,48259,rural,single,108,14.0,79,0.0,3,personal auto,personal l2,offer1,branch,73.700573,two-door car,medsize,a,2
7142,py51963,california,33473.34946,yes,basic,bachelor,2011-01-11,employed,f,33190,suburban,divorced,106,18.0,95,0.0,2,corporate auto,corporate l1,offer1,web,508.8,suv,medsize,a,1
7143,rl28880,nevada,7553.225007,no,basic,bachelor,2011-02-12,employed,f,69959,suburban,divorced,63,9.0,3,0.0,2,personal auto,personal l3,offer1,branch,401.838921,two-door car,medsize,a,2
7144,bx24569,california,3567.503755,yes,basic,bachelor,2011-01-07,unemployed,m,0,suburban,married,102,28.0,11,0.0,1,personal auto,personal l2,offer2,agent,660.430456,suv,medsize,a,1
7145,hs69837,oregon,7951.777533,no,basic,college,2011-01-22,employed,m,75497,rural,divorced,100,5.0,72,0.0,3,personal auto,personal l3,offer1,branch,71.773341,suv,small,a,1
7146,tx11163,nevada,7380.570445,no,basic,bachelor,2011-01-21,employed,f,53957,rural,married,184,19.0,80,0.0,1,corporate auto,corporate l3,offer1,branch,61.554272,luxury suv,medsize,a,1
7147,kg84303,california,3942.917284,no,extended,master,2011-01-29,employed,m,38820,suburban,married,99,29.0,59,0.0,1,personal auto,personal l3,offer2,call center,547.619785,four-door car,small,a,1
7148,gh49378,california,5059.325681,no,basic,bachelor,2011-02-18,employed,f,67371,rural,married,63,15.149070740488469,14,0.384256105867471,3,personal auto,personal l3,offer2,web,86.599774,four-door car,medsize,a,2
7149,we38399,california,4974.801539,yes,basic,bachelor,2011-01-18,employed,m,75644,suburban,divorced,65,5.0,68,3.0,9,personal auto,personal l1,offer2,branch,467.803638,two-door car,medsize,a,1
7150,fg69718,california,9780.852337,no,extended,high school or below,2011-01-10,unemployed,f,0,suburban,single,132,13.0,47,0.0,3,corporate auto,corporate l3,offer1,call center,950.4,suv,medsize,a,1
7151,to71844,oregon,2121.313061,no,basic,college,2011-02-26,unemployed,m,0,suburban,single,67,6.0,60,1.0,1,personal auto,personal l2,offer4,branch,321.6,four-door car,large,a,2
7152,lq50657,arizona,3644.833554,yes,extended,high school or below,2011-01-15,employed,f,82477,suburban,married,90,15.149070740488469,69,0.384256105867471,1,personal auto,personal l1,offer2,agent,432.0,two-door car,large,a,1
7153,xj61632,oregon,2034.993043,no,basic,bachelor,2011-01-16,unemployed,m,0,suburban,single,62,29.0,59,2.0,1,personal auto,personal l1,offer1,web,446.4,four-door car,medsize,a,1
7154,jy42899,california,5305.087084,no,basic,bachelor,2011-02-07,medical leave,m,26334,suburban,single,71,9.0,94,0.0,3,personal auto,personal l3,offer2,agent,340.8,two-door car,medsize,a,2
7155,dy30071,oregon,5659.238384,no,basic,bachelor,2011-01-07,employed,m,69387,rural,married,71,16.0,37,0.0,3,personal auto,personal l3,offer2,agent,71.517444,four-door car,small,a,1
7156,pr31509,nevada,5331.823882,no,basic,bachelor,2011-02-21,unemployed,m,0,suburban,married,71,31.0,70,0.0,3,personal auto,personal l3,offer1,branch,340.8,four-door car,medsize,a,2
7157,gj47397,oregon,38055.20953,no,basic,high school or below,2011-02-12,unemployed,m,0,suburban,married,115,21.0,78,0.0,2,special auto,special l2,offer2,agent,552.0,suv,medsize,a,2
7158,il67915,arizona,8542.218196,no,premium,college,2011-02-12,employed,f,50117,urban,single,107,13.0,98,0.0,4,corporate auto,corporate l2,offer1,branch,462.654347,four-door car,medsize,a,2
7159,ev60177,california,8503.942634,no,basic,high school or below,2011-02-08,employed,f,87771,suburban,single,74,8.0,9,4.0,2,personal auto,personal l3,offer2,branch,355.2,four-door car,small,a,2
7160,uh76090,california,8818.051498,no,extended,bachelor,2011-02-02,unemployed,f,0,suburban,single,136,31.0,75,4.0,3,personal auto,personal l1,offer1,call center,1237.257917,four-door car,medsize,a,2
7161,kn32615,arizona,4313.34397,no,extended,college,2011-02-02,unemployed,f,0,suburban,single,126,2.0,96,2.0,1,personal auto,personal l2,offer1,branch,656.57161,suv,large,a,2
7162,qj65472,california,29232.69297,no,premium,high school or below,2011-02-15,medical leave,m,28613,suburban,single,114,17.0,8,0.0,2,personal auto,personal l2,offer1,agent,820.8,four-door car,small,a,2
7163,ae89300,arizona,8224.770259,no,basic,bachelor,2011-02-03,employed,f,82634,urban,single,104,8.0,74,0.0,3,personal auto,personal l3,offer3,agent,324.097433,suv,medsize,a,2
7164,cv29889,california,2393.915369,yes,basic,college,2011-01-31,unemployed,m,0,suburban,single,70,24.0,10,0.0,1,personal auto,personal l3,offer1,branch,425.266308,four-door car,medsize,a,1
7165,qo56615,california,2980.010499,no,extended,college,2011-02-09,medical leave,f,13535,suburban,married,80,7.0,53,1.0,1,personal auto,personal l3,offer2,agent,384.0,four-door car,medsize,a,2
7166,xx88577,california,15727.13063,no,premium,bachelor,2011-02-28,employed,m,84824,rural,married,196,7.0,4,0.0,9,corporate auto,corporate l1,offer2,branch,319.820747,suv,small,a,2
7167,la16827,arizona,5432.862643,no,extended,master,2011-02-16,employed,m,49919,suburban,married,134,27.0,5,0.0,1,personal auto,personal l2,offer3,branch,643.2,suv,medsize,a,2
7168,wp83694,california,5313.436344,no,extended,bachelor,2011-01-22,employed,f,68558,rural,married,131,16.0,11,0.0,1,personal auto,personal l3,offer1,agent,280.903779,suv,medsize,a,1
7169,wm64930,oregon,5253.487908,no,premium,college,2011-02-08,medical leave,m,12811,suburban,married,150,27.0,0,2.0,1,corporate auto,corporate l2,offer2,call center,720.0,suv,medsize,a,2
7170,et79815,california,5926.729379,yes,extended,college,2011-01-25,retired,m,23091,suburban,married,96,28.0,90,5.0,5,personal auto,personal l1,offer1,agent,460.8,four-door car,medsize,a,1
7171,ne60110,arizona,5989.773931,yes,premium,college,2011-01-19,employed,m,66839,suburban,single,154,33.0,24,0.0,1,personal auto,personal l2,offer2,branch,739.2,sports car,medsize,a,1
7172,ie84844,nevada,4722.237214,no,basic,high school or below,2011-02-06,unemployed,f,0,suburban,single,65,29.0,32,0.0,3,personal auto,personal l2,offer3,agent,655.489027,four-door car,medsize,a,2
